-1.70312	0.452266	0.170547	-0.000328125
-1.77063	0.387031	0.196875	-0.00053125
-1.84594	0.318672	0.213125	-0.00025
-1.92781	0.245781	0.229453	-0.0004375
-2.0225	0.174141	0.242578	-0.00040625
-2.13625	0.0954687	0.251719	-0.000578125
-2.24906	0.0167969	0.253828	-0.000734375
-2.38563	-0.0624219	0.251094	-0.001
-2.50969	-0.128672	0.242891	-0.000875
-2.63906	-0.207188	0.227109	-0.0006875
-2.7625	-0.287969	0.211719	-0.000609375
-2.8825	-0.368672	0.193281	-0.000546875
-3.01	-0.444141	0.164844	-0.000390625
-3.12656	-0.520781	0.134375	-0.00040625
-3.22562	-0.59375	0.0989063	-0.0005
-3.32406	-0.662344	0.0746094	-0.000515625
-3.40594	-0.723437	0.0377344	-0.00071875
-3.48375	-0.774687	-0.00773438	-0.0004375
-3.55	-0.821016	-0.0542969	-0.000578125
-3.61062	-0.862344	-0.107266	-0.00046875
-3.66	-0.893437	-0.159531	-0.000890625
-3.69688	-0.916641	-0.215234	-0.000859375
-3.72063	-0.930391	-0.266719	-0.00075
-3.73281	-0.934453	-0.323281	-0.0008125
-3.73375	-0.929688	-0.376563	-0.000671875
-3.72687	-0.914297	-0.43125	-0.00071875
-3.70844	-0.889687	-0.486016	-0.00059375
-3.68187	-0.856563	-0.535625	-0.0005
-3.6375	-0.813359	-0.575391	-0.00065625
-3.58125	-0.761328	-0.619922	-0.000453125
-3.51281	-0.706719	-0.662891	-0.00084375
-3.44688	-0.638984	-0.695312	-0.0006875
-3.37344	-0.563906	-0.732891	-0.000859375
-3.285	-0.482109	-0.754766	-0.000546875
-3.1875	-0.397891	-0.779531	-0.000390625
-3.09094	-0.306406	-0.796406	-0.00046875
-2.97938	-0.212734	-0.807109	-0.000390625
-2.86469	-0.120938	-0.812266	-0.000734375
-2.75156	-0.0364063	-0.811328	-0.00075
-2.64	0.0642187	-0.804453	-0.0008125
-2.52844	0.165937	-0.791797	-0.000609375
-2.41625	0.263047	-0.771328	-0.00053125
-2.28812	0.362344	-0.745234	-0.00071875
-2.17063	0.458047	-0.717344	-0.00025
-2.05781	0.544219	-0.680156	-0.000328125
-1.94375	0.628203	-0.639609	-0.00059375
-1.84469	0.708203	-0.593672	-0.0006875
-1.73781	0.781875	-0.547891	-0.000640625
-1.63281	0.844063	-0.495859	-0.000265625
-1.55094	0.899297	-0.437188	-0.0005
-1.46563	0.946328	-0.376797	-0.00065625
-1.41375	0.984141	-0.317188	-0.000453125
-1.355	1.01125	-0.251719	-0.00025
-1.31094	1.02664	-0.190469	-0.00040625
-1.25063	1.03109	-0.125078	-0.000609375
-1.2025	1.0268	-0.0622656	-0.0004375
-1.16031	1.01164	-0.00390625	-0.000453125
-1.11875	0.985	0.05625	-0.000546875
-1.08281	0.948437	0.0957031	-0.0008125
-1.05844	0.901406	0.147031	-0.0004375
-1.04094	0.845938	0.199453	-0.000390625
-1.03281	0.783359	0.245547	-0.000890625
-1.0325	0.70875	0.285781	-0.000953125
-1.04156	0.628594	0.326953	-0.00053125
-1.065	0.542578	0.360234	-0.000515625
-1.1025	0.456172	0.388516	-0.000640625
-1.15125	0.359609	0.407813	-0.000515625
-1.20719	0.259297	0.425547	-0.000171875
-1.28125	0.161641	0.437344	-0.00075
-1.35438	0.0584375	0.442266	-0.000734375
-1.44281	-0.041875	0.440156	-0.0006875
-1.55688	-0.127422	0.431719	-0.000265625
-1.70625	-0.222266	0.415312	-0.0009375
-1.89062	-0.319219	0.396875	-0.0004375
-2.09156	-0.412891	0.375234	-0.000671875
-2.32125	-0.500313	0.342656	-0.000390625
