1773.0	1659.0
1807.0	1647.0
1841.0	1637.0
1875.0	1627.0
1908.0	1617.0
1940.0	1606.0
1972.0	1596.0
2003.0	1587.0
2032.0	1578.0
2060.0	1569.0
2086.0	1559.0
2111.0	1551.0
2132.0	1542.0
2149.0	1533.0
2162.0	1523.0
2171.0	1512.0
2177.0	1502.0
2178.0	1488.0
2175.0	1474.0
2168.0	1459.0
2159.0	1439.0
2146.0	1418.0
2131.0	1396.0
2114.0	1372.0
2095.0	1347.0
2076.0	1320.0
2056.0	1292.0
2035.0	1263.0
2015.0	1233.0
1994.0	1203.0
1974.0	1172.0
1953.0	1142.0
1932.0	1110.0
1912.0	1079.0
1892.0	1048.0
1872.0	1017.0
1852.0	986.0
1833.0	953.0
1814.0	921.0
1794.0	888.0
1775.0	856.0
1755.0	822.0
1735.0	788.0
1713.0	753.0
1690.0	718.0
1665.0	682.0
1639.0	647.0
1610.0	610.0
1580.0	574.0
1545.0	537.0
1509.0	502.0
1469.0	466.0
1426.0	433.0
1380.0	401.0
1330.0	371.0
1277.0	344.0
1221.0	321.0
1160.0	301.0
1098.0	285.0
1033.0	275.0
966.0	270.0
897.0	271.0
828.0	279.0
759.0	292.0
691.0	313.0
625.0	340.0
562.0	374.0
503.0	415.0
448.0	461.0
400.0	513.0
357.0	570.0
321.0	631.0
291.0	694.0
268.0	760.0
253.0	828.0
244.0	895.0
242.0	962.0
247.0	1029.0
256.0	1092.0
273.0	1154.0
294.0	1213.0
320.0	1269.0
349.0	1321.0
382.0	1369.0
419.0	1413.0
457.0	1453.0
498.0	1488.0
540.0	1520.0
583.0	1547.0
626.0	1570.0
670.0	1589.0
712.0	1605.0
755.0	1617.0
795.0	1627.0
835.0	1632.0
874.0	1635.0
910.0	1635.0
945.0	1633.0
979.0	1630.0
1010.0	1625.0
1040.0	1619.0
1068.0	1611.0
1094.0	1603.0
1118.0	1593.0
1141.0	1584.0
1163.0	1575.0
1183.0	1565.0
1202.0	1556.0
1221.0	1546.0
1238.0	1537.0
1255.0	1528.0
1271.0	1519.0
1288.0	1511.0
1304.0	1502.0
1321.0	1494.0
1337.0	1486.0
1354.0	1478.0
1373.0	1470.0
1390.0	1462.0
1409.0	1453.0
1428.0	1444.0
1449.0	1434.0
1470.0	1424.0
1493.0	1413.0
1516.0	1402.0
1540.0	1389.0
1565.0	1376.0
1591.0	1362.0
1617.0	1346.0
1645.0	1330.0
1674.0	1313.0
1702.0	1294.0
1732.0	1275.0
1762.0	1256.0
1793.0	1235.0
1825.0	1213.0
1857.0	1192.0
1890.0	1170.0
1923.0	1149.0
1955.0	1128.0
1989.0	1107.0
2021.0	1088.0
2052.0	1070.0
2082.0	1053.0
2112.0	1039.0
2137.0	1026.0
2161.0	1015.0
2180.0	1008.0
2195.0	1003.0
2205.0	1001.0
2208.0	999.0
2205.0	999.0
2196.0	999.0
2182.0	1000.0
2163.0	1001.0
2139.0	1000.0
2112.0	999.0
2081.0	996.0
2048.0	992.0
2013.0	988.0
1977.0	983.0
1941.0	976.0
1903.0	969.0
1866.0	962.0
1829.0	954.0
1791.0	946.0
1754.0	939.0
1718.0	931.0
1684.0	924.0
1649.0	917.0
1616.0	912.0
1584.0	906.0
1553.0	901.0
1522.0	897.0
1494.0	893.0
1465.0	891.0
1439.0	888.0
1414.0	886.0
1389.0	885.0
1366.0	884.0
1343.0	884.0
1322.0	885.0
1301.0	887.0
1282.0	887.0
1263.0	888.0
1245.0	890.0
1228.0	892.0
1211.0	893.0
1195.0	895.0
1179.0	896.0
1164.0	899.0
1150.0	901.0
1134.0	902.0
1120.0	904.0
1105.0	906.0
1091.0	908.0
1075.0	909.0
1060.0	911.0
1044.0	913.0
1028.0	914.0
1012.0	917.0
995.0	920.0
978.0	923.0
960.0	926.0
942.0	931.0
922.0	936.0
902.0	942.0
881.0	949.0
860.0	958.0
837.0	967.0
815.0	978.0
791.0	992.0
768.0	1006.0
743.0	1024.0
720.0	1043.0
